Pig,Plate,WellPosition,SampleName,Group,Group2,Replicate,Treatment,Treatment2,Timepoint,Time ,CT,CtMean,CtSD,Quantity,QuantityMean,QuantitySD,TotalBacteria,TotalMeanBacteria,WellPositionP,SampleNameP,CTp,CtMeanP,CtPSD,QuantityP,QuantityMeanP,QuantitySDP,ViableBacteria,ViableMeanBacteria,DeltaCT,PercentLive
3,Plate-4,O18,C-48-2,Chloroprep-48hr,Chloroprep-48hr,2,Chloroprep,Chloroprep,48hr,48.00,23.00,23.27,0.38,21.38,17.28,11.68,128288.75,103662.68,O22,Cp-48-2,24.11,24.06,0.10,8.83,9.19,0.03,53000.67,55165.03,0.79,0.53
3,Plate-4,O19,C-48-2,Chloroprep-48hr,Chloroprep-48hr,2,Chloroprep,Chloroprep,48hr,48.00,23.53,23.27,0.38,13.96,17.28,11.68,83763.65,103662.68,O23,Cp-48-2,23.94,24.06,0.10,10.08,9.19,0.03,60473.82,55165.03,0.79,0.53
3,Plate-4,P18,C-48-3,Chloroprep-48hr,Chloroprep-48hr,3,Chloroprep,Chloroprep,48hr,48.00,23.61,23.95,0.31,13.17,9.99,13.03,79040.35,59963.49,P21,Cp-48-3,23.72,23.97,0.36,12.00,9.80,0.11,72020.56,58822.03,0.02,0.98
3,Plate-4,P19,C-48-3,Chloroprep-48hr,Chloroprep-48hr,3,Chloroprep,Chloroprep,48hr,48.00,24.04,23.95,0.31,9.29,9.99,13.03,55727.72,59963.49,P22,Cp-48-3,23.82,23.97,0.36,11.10,9.80,0.11,66591.99,58822.03,0.02,0.98
3,Plate-4,P20,C-48-3,Chloroprep-48hr,Chloroprep-48hr,3,Chloroprep,Chloroprep,48hr,48.00,24.20,23.95,0.31,8.16,9.99,13.03,48948.64,59963.49,P23,Cp-48-3,24.38,23.97,0.36,7.07,9.80,0.11,42436.85,58822.03,0.02,0.98
3,Plate-4,C6,C-B-1,Chloroprep-Baseline,Baseline,1,Chloroprep,Baseline,Baseline,-12.00,24.93,24.96,1.07,4.57,4.44,103.93,27446.93,26659.80,C9,Cp-B-1,25.78,25.52,0.47,2.32,2.85,1.22,13892.44,17092.58,0.56,0.64
3,Plate-4,C7,C-B-1,Chloroprep-Baseline,Baseline,1,Chloroprep,Baseline,Baseline,-12.00,25.90,24.96,1.07,2.10,4.44,103.93,12617.10,26659.80,C10,Cp-B-1,25.80,25.52,0.47,2.27,2.85,1.22,13618.28,17092.58,0.56,0.64
3,Plate-4,C8,C-B-1,Chloroprep-Baseline,Baseline,1,Chloroprep,Baseline,Baseline,-12.00,24.07,24.96,1.07,9.12,4.44,103.93,54716.38,26659.80,C11,Cp-B-1,24.98,25.52,0.47,4.40,2.85,1.22,26395.05,17092.58,0.56,0.64
3,Plate-4,D6,C-B-2,Chloroprep-Baseline,Baseline,2,Chloroprep,Baseline,Baseline,-12.00,25.55,25.81,0.26,2.79,2.26,18.79,16746.82,13531.88,D9,Cp-B-2,26.41,26.64,0.31,1.39,1.17,0.27,8367.38,7001.18,0.82,0.52
3,Plate-4,D7,C-B-2,Chloroprep-Baseline,Baseline,2,Chloroprep,Baseline,Baseline,-12.00,25.73,25.81,0.26,2.41,2.26,18.79,14443.95,13531.88,D10,Cp-B-2,26.51,26.64,0.31,1.29,1.17,0.27,7763.40,7001.18,0.82,0.52
3,Plate-4,D8,C-B-2,Chloroprep-Baseline,Baseline,2,Chloroprep,Baseline,Baseline,-12.00,26.06,25.81,0.26,1.85,2.26,18.79,11096.71,13531.88,D11,Cp-B-2,26.99,26.64,0.31,0.88,1.17,0.27,5282.92,7001.18,0.82,0.52
3,Plate-4,E12,F-0-1,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,22.96,23.98,1.03,109.52,9.80,1.84,657091.42,58772.79,E15,Fp-0-1,30.92,30.92,0.28,0.04,0.04,0.01,226.78,228.16,6.94,0.00
3,Plate-4,E13,F-0-1,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,23.96,23.98,1.03,9.91,9.80,1.84,59459.65,58772.79,E16,Fp-0-1,30.63,30.92,0.28,0.05,0.04,0.01,285.84,228.16,6.94,0.00
3,Plate-4,E14,F-0-1,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,25.01,23.98,1.03,4.29,9.80,1.84,25728.49,58772.79,E17,Fp-0-1,31.19,30.92,0.28,0.03,0.04,0.01,183.22,228.16,6.94,0.00
3,Plate-4,F12,F-0-2,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,26.54,26.66,0.12,1.26,1.14,0.02,7542.57,6865.48,F15,Fp-0-2,30.45,30.61,0.23,0.06,0.05,0.01,331.26,290.63,3.95,0.01
3,Plate-4,F13,F-0-2,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,26.66,26.66,0.12,1.14,1.14,0.02,6846.15,6865.48,F17,Fp-0-2,30.78,30.61,0.23,0.04,0.05,0.01,254.99,290.63,3.95,0.01
3,Plate-4,F14,F-0-2,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,26.77,26.66,0.12,1.04,1.14,0.02,6266.82,6865.48,,Fp-0-2,,,,,,,,,,
3,Plate-4,G12,F-0-3,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,22.99,25.20,0.24,21.56,3.67,0.14,129353.33,22039.23,G15,Fp-0-3,32.52,31.55,0.86,0.01,0.02,0.16,63.34,137.49,6.35,0.00
3,Plate-4,G13,F-0-3,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,25.15,25.20,0.24,3.83,3.67,0.14,22963.58,22039.23,G16,Fp-0-3,30.87,31.55,0.86,0.04,0.02,0.16,237.18,137.49,6.35,0.00
3,Plate-4,G14,F-0-3,CHG Bath (x2) + Chloroprep-0hr,CHG Bath (x2) + Chloroprep-0hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,0hr,0.00,25.47,25.20,0.24,2.97,3.67,0.14,17844.60,22039.23,G17,Fp-0-3,31.26,31.55,0.86,0.03,0.02,0.16,173.02,137.49,6.35,0.00
3,Plate-4,F18,F-06-1,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,26.02,25.93,0.12,1.92,2.06,0.00,11501.07,12341.65,F21,Fp-6-1,31.81,31.90,0.16,0.02,0.02,0.00,111.94,103.61,5.98,0.01
3,Plate-4,F19,F-06-1,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,25.84,25.93,0.12,2.21,2.06,0.00,13243.65,12341.65,F22,Fp-6-1,32.09,31.90,0.16,0.01,0.02,0.00,89.44,103.61,5.98,0.01
3,Plate-4,,F-06-1,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,,,,,,,,,,F23,Fp-6-1,31.82,31.90,0.16,0.02,0.02,0.00,111.08,103.61,,
3,Plate-4,G18,F-06-2,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,27.26,27.33,0.09,0.71,0.67,0.05,4257.10,4025.11,G21,Fp-6-2,30.61,30.70,0.08,0.05,0.05,0.00,292.45,270.72,3.37,0.07
3,Plate-4,G19,F-06-2,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,27.30,27.33,0.09,0.68,0.67,0.05,4105.00,4025.11,G22,Fp-6-2,30.75,30.70,0.08,0.04,0.05,0.00,261.71,270.72,3.37,0.07
3,Plate-4,G20,F-06-2,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,27.42,27.33,0.09,0.62,0.67,0.05,3731.70,4025.11,G23,Fp-6-2,30.76,30.70,0.08,0.04,0.05,0.00,259.22,270.72,3.37,0.07
3,Plate-4,H18,F-06-3,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,29.22,28.82,2.10,0.15,0.20,0.30,889.15,1218.52,H21,Fp-6-3,31.98,32.06,0.40,0.02,0.02,0.00,97.45,91.69,3.23,0.08
3,Plate-4,H19,F-06-3,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,26.56,28.82,2.10,1.24,0.20,0.30,7458.67,1218.52,H22,Fp-6-3,32.49,32.06,0.40,0.01,0.02,0.00,64.90,91.69,3.23,0.08
3,Plate-4,H20,F-06-3,CHG Bath (x2) + Chloroprep-6hr,CHG Bath (x2) + Chloroprep-6hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,6hr,6.00,30.69,28.82,2.10,0.05,0.20,0.30,272.81,1218.52,H23,Fp-6-3,31.70,32.06,0.40,0.02,0.02,0.00,121.91,91.69,3.23,0.08
3,Plate-4,O6,F-12-1,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,26.43,26.44,0.08,1.38,1.37,0.08,8256.00,8201.87,O9,Fp-12-1,30.47,30.66,0.17,0.05,0.05,0.01,325.06,281.22,4.22,0.03
3,Plate-4,O7,F-12-1,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,26.36,26.44,0.08,1.45,1.37,0.08,8698.52,8201.87,O10,Fp-12-1,30.69,30.66,0.17,0.05,0.05,0.01,274.08,281.22,4.22,0.03
3,Plate-4,O8,F-12-1,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,26.52,26.44,0.08,1.28,1.37,0.08,7682.88,8201.87,O11,Fp-12-1,30.80,30.66,0.17,0.04,0.05,0.01,249.64,281.22,4.22,0.03
3,Plate-4,P6,F-12-2,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,28.96,29.00,0.08,0.18,0.18,0.01,1094.31,1059.30,P9,Fp-12-2,31.23,31.29,0.08,0.03,0.03,0.00,176.89,169.21,2.29,0.16
3,Plate-4,P7,F-12-2,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,29.09,29.00,0.08,0.16,0.18,0.01,984.46,1059.30,P10,Fp-12-2,31.39,31.29,0.08,0.03,0.03,0.00,156.67,169.21,2.29,0.16
3,Plate-4,P8,F-12-2,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,28.95,29.00,0.08,0.18,0.18,0.01,1103.36,1059.30,P11,Fp-12-2,31.25,31.29,0.08,0.03,0.03,0.00,174.81,169.21,2.29,0.16
3,Plate-4,I12,F-12-3,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,26.58,27.49,1.04,1.22,0.59,0.49,7349.29,3523.96,I15,Fp-12-3,28.92,29.81,0.97,0.19,0.09,0.16,1126.52,553.75,2.31,0.16
3,Plate-4,I13,F-12-3,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,27.28,27.49,1.04,0.70,0.59,0.49,4181.29,3523.96,I16,Fp-12-3,29.66,29.81,0.97,0.10,0.09,0.16,623.96,553.75,2.31,0.16
3,Plate-4,I14,F-12-3,CHG Bath (x2) + Chloroprep-12hr,CHG Bath (x2) + Chloroprep-12hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,12hr,12.00,28.63,27.49,1.04,0.24,0.59,0.49,1424.09,3523.96,I17,Fp-12-3,30.85,29.81,0.97,0.04,0.09,0.16,241.57,553.75,2.31,0.16
3,Plate-4,P12,F-24-1,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,28.26,28.27,0.08,0.32,0.32,0.01,1903.29,1901.27,P15,Fp-24-1,28.43,28.60,0.34,0.28,0.24,0.06,1673.49,1459.17,0.33,0.77
3,Plate-4,P13,F-24-1,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,28.19,28.27,0.08,0.34,0.32,0.01,2026.70,1901.27,P16,Fp-24-1,28.38,28.60,0.34,0.29,0.24,0.06,1739.16,1459.17,0.33,0.77
3,Plate-4,P14,F-24-1,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,28.35,28.27,0.08,0.30,0.32,0.01,1781.72,1901.27,P17,Fp-24-1,28.99,28.60,0.34,0.18,0.24,0.06,1067.48,1459.17,0.33,0.77
3,Plate-4,I18,F-24-2,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,26.77,27.68,0.82,1.05,0.51,0.40,6279.07,3030.92,I21,Fp-24-2,30.92,31.07,0.20,0.04,0.03,0.01,226.87,202.36,3.38,0.07
3,Plate-4,I19,F-24-2,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,27.91,27.68,0.82,0.42,0.51,0.40,2535.36,3030.92,I22,Fp-24-2,31.21,31.07,0.20,0.03,0.03,0.01,180.51,202.36,3.38,0.07
3,Plate-4,I20,F-24-2,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,28.37,27.68,0.82,0.29,0.51,0.40,1749.00,3030.92,,Fp-24-2,,,,,,,,,,
3,Plate-4,J18,F-24-3,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,26.51,27.39,0.95,1.29,0.64,0.50,7715.84,3845.36,J21,Fp-24-3,28.82,28.07,1.06,0.20,0.37,0.33,1220.66,2221.13,0.69,0.58
3,Plate-4,J19,F-24-3,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,27.24,27.39,0.95,0.72,0.64,0.50,4323.72,3845.36,J22,Fp-24-3,27.32,28.07,1.06,0.67,0.37,0.33,4041.61,2221.13,0.69,0.58
3,Plate-4,J20,F-24-3,CHG Bath (x2) + Chloroprep-24hr,CHG Bath (x2) + Chloroprep-24hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,24hr,24.00,28.40,27.39,0.95,0.28,0.64,0.50,1704.40,3845.36,,Fp-24-3,,,,,,,,,,
3,Plate-4,I2,F-48-1,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,27.72,27.49,0.20,0.49,0.59,0.09,2942.45,3525.56,L2,Fp-48-1,27.39,27.93,0.47,0.64,0.42,0.02,3844.57,2490.82,0.43,0.71
3,Plate-4,I3,F-48-1,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,27.37,27.49,0.20,0.65,0.59,0.09,3905.30,3525.56,L3,Fp-48-1,28.23,27.93,0.47,0.32,0.42,0.02,1949.97,2490.82,0.43,0.71
3,Plate-4,I4,F-48-1,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,1,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,27.40,27.49,0.20,0.64,0.59,0.09,3813.48,3525.56,L4,Fp-48-1,28.16,27.93,0.47,0.34,0.42,0.02,2061.34,2490.82,0.43,0.71
3,Plate-4,J2,F-48-2,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,28.40,28.44,0.12,0.28,0.28,0.03,1709.15,1658.21,M2,Fp-48-2,28.57,28.68,0.09,0.25,0.23,0.00,1486.29,1366.04,0.24,0.82
3,Plate-4,J3,F-48-2,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,28.34,28.44,0.12,0.30,0.28,0.03,1795.81,1658.21,M3,Fp-48-2,28.71,28.68,0.09,0.22,0.23,0.00,1329.64,1366.04,0.24,0.82
3,Plate-4,J4,F-48-2,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,2,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,28.57,28.44,0.12,0.25,0.28,0.03,1485.50,1658.21,M4,Fp-48-2,28.75,28.68,0.09,0.21,0.23,0.00,1289.90,1366.04,0.24,0.82
3,Plate-4,K2,F-48-3,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,27.47,27.20,0.26,0.60,0.75,0.16,3607.19,4472.80,N2,Fp-48-3,27.90,27.85,0.16,0.43,0.44,0.00,2557.32,2660.31,0.65,0.27
3,Plate-4,K3,F-48-3,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,27.19,27.20,0.26,0.75,0.75,0.16,4512.80,4472.80,N3,Fp-48-3,27.98,27.85,0.16,0.40,0.44,0.00,2395.15,2660.31,0.65,0.27
3,Plate-4,K4,F-48-3,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,26.94,27.20,0.26,0.92,0.75,0.16,5496.96,4472.80,N4,Fp-48-3,27.67,27.85,0.16,0.51,0.44,0.00,3073.80,2660.31,0.65,0.27
3,Plate-4,E6,F-B-1,CHG Bath (x2) + Chloroprep-Baseline,Baseline,1,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,26.30,26.67,0.52,1.53,1.14,58.49,9172.17,6828.64,E9,Fp-B-1,26.04,27.69,1.59,1.88,0.50,0.92,11267.95,3022.22,1.02,0.44
3,Plate-4,E7,F-B-1,CHG Bath (x2) + Chloroprep-Baseline,Baseline,1,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.04,26.67,0.52,0.85,1.14,58.49,5083.89,6828.64,E10,Fp-B-1,27.81,27.69,1.59,0.46,0.50,0.92,2745.43,3022.22,1.02,0.44
3,Plate-4,,F-B-1,CHG Bath (x2) + Chloroprep-Baseline,Baseline,1,CHG Bath (x2) + Chloroprep,Baseline,Baseline,,,,,,,,,,E11,Fp-B-1,29.21,27.69,1.59,0.15,0.50,0.92,892.32,3022.22,,
3,Plate-4,F6,F-B-2,CHG Bath (x2) + Chloroprep-Baseline,Baseline,2,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,26.32,27.07,0.67,1.50,0.83,16.07,8993.68,4964.65,F9,Fp-B-2,27.93,27.86,0.17,0.42,0.44,0.06,2494.26,2621.45,0.80,0.53
3,Plate-4,F7,F-B-2,CHG Bath (x2) + Chloroprep-Baseline,Baseline,2,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.24,27.07,0.67,0.72,0.83,16.07,4332.86,4964.65,F10,Fp-B-2,27.67,27.86,0.17,0.51,0.44,0.06,3055.25,2621.45,0.80,0.53
3,Plate-4,F8,F-B-2,CHG Bath (x2) + Chloroprep-Baseline,Baseline,2,CHG Bath (x2) + Chloroprep,Baseline,Baseline,-12.00,27.64,27.07,0.67,0.52,0.83,16.07,3140.19,4964.65,F11,Fp-B-2,27.99,27.86,0.17,0.39,0.44,0.06,2363.92,2621.45,0.80,0.53
3,Plate-4,O2,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,31.43,31.83,0.35,0.03,0.02,0.01,151.39,109.59,,,,,,,,,,,,
3,Plate-4,O3,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,31.55,31.83,0.35,0.02,0.02,0.01,137.20,109.59,,,,,,,,,,,,
3,Plate-4,O4,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,31.58,31.83,0.35,0.02,0.02,0.01,134.11,109.59,,,,,,,,,,,,
3,Plate-4,P2,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,32.14,31.83,0.35,0.01,0.02,0.01,85.61,109.59,,,,,,,,,,,,
3,Plate-4,P3,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,32.17,31.83,0.35,0.01,0.02,0.01,84.02,109.59,,,,,,,,,,,,
3,Plate-4,P4,NegEX,NegEX-,NegEX-,,NegEX,NegEX,,,32.13,31.83,0.35,0.01,0.02,0.01,86.45,109.59,,,,,,,,,,,,
3,Plate-4,G6,W-0-1,Water-0hr,Water-0hr,1,Water,Water,0hr,0.00,21.58,21.55,0.03,66.45,68.14,1.48,398692.49,408834.42,G9,Wp-0-1,21.88,22.02,0.16,52.35,46.64,3.89,314090.65,279825.66,0.47,0.68
3,Plate-4,G7,W-0-1,Water-0hr,Water-0hr,1,Water,Water,0hr,0.00,21.54,21.55,0.03,68.89,68.14,1.48,413365.78,408834.42,G10,Wp-0-1,22.00,22.02,0.16,47.49,46.64,3.89,284941.58,279825.66,0.47,0.68
3,Plate-4,G8,W-0-1,Water-0hr,Water-0hr,1,Water,Water,0hr,0.00,21.53,21.55,0.03,69.11,68.14,1.48,414640.34,408834.42,G11,Wp-0-1,22.19,22.02,0.16,40.80,46.64,3.89,244823.25,279825.66,0.47,0.68
3,Plate-4,H6,W-0-2,Water-0hr,Water-0hr,2,Water,Water,0hr,0.00,22.43,22.35,0.08,33.63,36.10,2.35,201794.00,216573.02,H9,Wp-0-2,21.83,23.03,1.13,54.55,20.87,10.80,327275.91,125217.57,0.68,0.58
3,Plate-4,H7,W-0-2,Water-0hr,Water-0hr,2,Water,Water,0hr,0.00,22.27,22.35,0.08,38.30,36.10,2.35,229795.19,216573.02,H10,Wp-0-2,23.20,23.03,1.13,18.29,20.87,10.80,109715.15,125217.57,0.68,0.58
3,Plate-4,H8,W-0-2,Water-0hr,Water-0hr,2,Water,Water,0hr,0.00,22.33,22.35,0.08,36.51,36.10,2.35,219060.48,216573.02,H11,Wp-0-2,24.07,23.03,1.13,9.11,20.87,10.80,54678.16,125217.57,0.68,0.58
3,Plate-4,A12,W-0-3,Water-0hr,Water-0hr,3,Water,Water,0hr,0.00,21.24,22.07,0.79,87.65,44.99,32.49,525886.70,269944.90,A15,Wp-0-3,22.67,22.90,0.29,27.93,23.24,4.11,167569.14,139434.36,0.83,0.52
3,Plate-4,A13,W-0-3,Water-0hr,Water-0hr,3,Water,Water,0hr,0.00,22.16,22.07,0.79,41.81,44.99,32.49,250885.36,269944.90,A16,Wp-0-3,22.79,22.90,0.29,25.20,23.24,4.11,151223.40,139434.36,0.83,0.52
3,Plate-4,A14,W-0-3,Water-0hr,Water-0hr,3,Water,Water,0hr,0.00,22.81,22.07,0.79,24.85,44.99,32.49,149092.92,269944.90,A17,Wp-0-3,23.23,22.90,0.29,17.83,23.24,4.11,106978.96,139434.36,0.83,0.52
3,Plate-4,H12,W-06-1,Water-6hr,Water-6hr,1,Water,Water,6hr,6.00,17.76,17.85,0.18,1413.13,1311.76,181.66,8478799.71,7870539.86,H15,Wp-6-1,18.12,18.67,0.53,1058.82,683.14,680.97,6352909.21,4098851.25,0.82,0.52
3,Plate-4,H13,W-06-1,Water-6hr,Water-6hr,1,Water,Water,6hr,6.00,17.74,17.85,0.18,1437.32,1311.76,181.66,8623917.27,7870539.86,H16,Wp-6-1,18.72,18.67,0.53,657.50,683.14,680.97,3945006.44,4098851.25,0.82,0.52
3,Plate-4,H14,W-06-1,Water-6hr,Water-6hr,1,Water,Water,6hr,6.00,18.06,17.85,0.18,1111.28,1311.76,181.66,6667681.06,7870539.86,H17,Wp-6-1,19.17,18.67,0.53,457.95,683.14,680.97,2747690.03,4098851.25,0.82,0.52
3,Plate-4,A18,W-06-2,Water-6hr,Water-6hr,2,Water,Water,6hr,6.00,20.14,20.24,0.16,209.95,193.70,24.57,1259687.90,1162170.48,A21,Wp-6-2,20.65,20.77,0.10,139.70,127.57,10.65,838221.55,765402.28,0.52,0.66
3,Plate-4,A19,W-06-2,Water-6hr,Water-6hr,2,Water,Water,6hr,6.00,20.16,20.24,0.16,207.97,193.70,24.57,1247844.44,1162170.48,A22,Wp-6-2,20.85,20.77,0.10,119.08,127.57,10.65,714469.81,765402.28,0.52,0.66
3,Plate-4,A20,W-06-2,Water-6hr,Water-6hr,2,Water,Water,6hr,6.00,20.43,20.24,0.16,166.43,193.70,24.57,998585.14,1162170.48,A23,Wp-6-2,20.79,20.77,0.10,124.79,127.57,10.65,748732.73,765402.28,0.52,0.66
3,Plate-4,B18,W-06-3,Water-6hr,Water-6hr,3,Water,Water,6hr,6.00,17.63,17.73,0.14,1572.46,1442.89,162.62,9434743.45,8657349.67,B21,Wp-6-3,17.81,18.18,0.52,1353.01,1008.52,425.16,8118049.67,6051134.61,0.45,0.70
